date_of_census,measure,count,table
2024-12-12,total_single_adults_in_shelter,21505,DHS daily census
2024-12-12,families_with_children_in_shelter,19015,DHS daily census
2024-12-12,adult_families_in_shelter,1885,DHS daily census
2024-12-11,total_individuals_in_shelter,86914,DHS daily census
2024-12-11,total_single_adults_in_shelter,21432,DHS daily census
2024-12-11,families_with_children_in_shelter,19064,DHS daily census
2024-12-11,adult_families_in_shelter,1884,DHS daily census
2024-12-10,total_individuals_in_shelter,86833,DHS daily census
2024-12-10,total_single_adults_in_shelter,21370,DHS daily census
2024-12-10,families_with_children_in_shelter,19053,DHS daily census
2024-12-10,adult_families_in_shelter,1887,DHS daily census
2024-12-09,total_individuals_in_shelter,86805,DHS daily census
2024-12-09,total_single_adults_in_shelter,21373,DHS daily census
2024-12-09,families_with_children_in_shelter,19037,DHS daily census
2024-12-09,adult_families_in_shelter,1879,DHS daily census
2024-12-08,total_individuals_in_shelter,86965,DHS daily census
2024-12-08,total_single_adults_in_shelter,21416,DHS daily census
2024-12-08,families_with_children_in_shelter,19094,DHS daily census
2024-12-08,adult_families_in_shelter,1870,DHS daily census
2024-12-07,total_individuals_in_shelter,86789,DHS daily census
2024-12-07,total_single_adults_in_shelter,21379,DHS daily census
2024-12-07,families_with_children_in_shelter,19051,DHS daily census
2024-12-07,adult_families_in_shelter,1873,DHS daily census
2024-12-06,total_individuals_in_shelter,86993,DHS daily census
2024-12-06,total_single_adults_in_shelter,21332,DHS daily census
2024-12-06,families_with_children_in_shelter,19121,DHS daily census
2024-12-06,adult_families_in_shelter,1877,DHS daily census
2024-12-05,total_individuals_in_shelter,87226,DHS daily census
2024-12-05,total_single_adults_in_shelter,21510,DHS daily census
2024-12-05,families_with_children_in_shelter,19142,DHS daily census
2024-12-05,adult_families_in_shelter,1874,DHS daily census
2024-12-04,total_individuals_in_shelter,87295,DHS daily census
2024-12-04,total_single_adults_in_shelter,21519,DHS daily census
2024-12-04,families_with_children_in_shelter,19152,DHS daily census
2024-12-04,adult_families_in_shelter,1878,DHS daily census
2024-12-03,total_individuals_in_shelter,87206,DHS daily census
2024-12-03,total_single_adults_in_shelter,21414,DHS daily census
2024-12-03,families_with_children_in_shelter,19160,DHS daily census
2024-12-03,adult_families_in_shelter,1876,DHS daily census
2024-12-02,total_individuals_in_shelter,87230,DHS daily census
2024-12-02,total_single_adults_in_shelter,21502,DHS daily census
2024-12-02,families_with_children_in_shelter,19134,DHS daily census
2024-12-02,adult_families_in_shelter,1882,DHS daily census
2024-12-01,total_individuals_in_shelter,87322,DHS daily census
2024-12-01,total_single_adults_in_shelter,21514,DHS daily census
2024-12-01,families_with_children_in_shelter,19158,DHS daily census
2024-12-01,adult_families_in_shelter,1880,DHS daily census
2024-11-30,total_individuals_in_shelter,87164,DHS daily census
2024-11-30,total_single_adults_in_shelter,21454,DHS daily census
2024-11-30,families_with_children_in_shelter,19123,DHS daily census
2024-11-30,adult_families_in_shelter,1874,DHS daily census
2024-11-29,total_individuals_in_shelter,87312,DHS daily census
2024-11-29,total_single_adults_in_shelter,21411,DHS daily census
2024-11-29,families_with_children_in_shelter,19176,DHS daily census
2024-11-29,adult_families_in_shelter,1884,DHS daily census
2024-11-28,total_individuals_in_shelter,87414,DHS daily census
2024-11-28,total_single_adults_in_shelter,21401,DHS daily census
2024-11-28,families_with_children_in_shelter,19202,DHS daily census
2024-11-28,adult_families_in_shelter,1890,DHS daily census
2024-11-27,total_individuals_in_shelter,87382,DHS daily census
2024-11-27,total_single_adults_in_shelter,21483,DHS daily census
2024-11-27,families_with_children_in_shelter,19174,DHS daily census
2024-11-27,adult_families_in_shelter,1871,DHS daily census
2024-11-26,total_individuals_in_shelter,87258,DHS daily census
2024-11-26,total_single_adults_in_shelter,21502,DHS daily census
2024-11-26,families_with_children_in_shelter,19126,DHS daily census
2024-11-26,adult_families_in_shelter,1884,DHS daily census
2024-11-25,total_individuals_in_shelter,87228,DHS daily census
2024-11-25,total_single_adults_in_shelter,21508,DHS daily census
2024-11-25,families_with_children_in_shelter,19102,DHS daily census
2024-11-25,adult_families_in_shelter,1900,DHS daily census
2024-11-24,total_individuals_in_shelter,87190,DHS daily census
2024-11-24,total_single_adults_in_shelter,21497,DHS daily census
2024-11-24,families_with_children_in_shelter,19091,DHS daily census
2024-11-24,adult_families_in_shelter,1890,DHS daily census
2024-11-23,total_individuals_in_shelter,87397,DHS daily census
2024-11-23,total_single_adults_in_shelter,21486,DHS daily census
2024-11-23,families_with_children_in_shelter,19151,DHS daily census
2024-11-23,adult_families_in_shelter,1898,DHS daily census
2024-11-22,total_individuals_in_shelter,87392,DHS daily census
2024-11-22,total_single_adults_in_shelter,21538,DHS daily census
2024-11-22,families_with_children_in_shelter,19131,DHS daily census
2024-11-22,adult_families_in_shelter,1904,DHS daily census
2024-11-21,total_individuals_in_shelter,87434,DHS daily census
2024-11-21,total_single_adults_in_shelter,21522,DHS daily census
2024-11-21,families_with_children_in_shelter,19139,DHS daily census
2024-11-21,adult_families_in_shelter,1915,DHS daily census
2024-11-20,total_individuals_in_shelter,87516,DHS daily census
2024-11-20,total_single_adults_in_shelter,21513,DHS daily census
2024-11-20,families_with_children_in_shelter,19164,DHS daily census
2024-11-20,adult_families_in_shelter,1902,DHS daily census
2024-11-19,total_individuals_in_shelter,87526,DHS daily census
2024-11-19,total_single_adults_in_shelter,21481,DHS daily census
2024-11-19,families_with_children_in_shelter,19164,DHS daily census
2024-11-19,adult_families_in_shelter,1900,DHS daily census
2024-11-18,total_individuals_in_shelter,87475,DHS daily census
2024-11-18,total_single_adults_in_shelter,21474,DHS daily census
2024-11-18,families_with_children_in_shelter,19150,DHS daily census
2024-11-18,adult_families_in_shelter,1894,DHS daily census
2024-11-17,total_individuals_in_shelter,87615,DHS daily census
2024-11-17,total_single_adults_in_shelter,21477,DHS daily census
2024-11-17,families_with_children_in_shelter,19193,DHS daily census
2024-11-17,adult_families_in_shelter,1894,DHS daily census
2024-11-16,total_individuals_in_shelter,87462,DHS daily census
2024-11-16,total_single_adults_in_shelter,21439,DHS daily census
2024-11-16,families_with_children_in_shelter,19157,DHS daily census
2024-11-16,adult_families_in_shelter,1887,DHS daily census
2024-11-15,total_individuals_in_shelter,87568,DHS daily census
2024-11-15,total_single_adults_in_shelter,21475,DHS daily census
2024-11-15,families_with_children_in_shelter,19176,DHS daily census
2024-11-15,adult_families_in_shelter,1905,DHS daily census
2024-11-14,total_individuals_in_shelter,87669,DHS daily census
2024-11-14,total_single_adults_in_shelter,21569,DHS daily census
2024-11-14,families_with_children_in_shelter,19195,DHS daily census
2024-11-14,adult_families_in_shelter,1897,DHS daily census
2024-11-13,total_individuals_in_shelter,87633,DHS daily census
2024-11-13,total_single_adults_in_shelter,21574,DHS daily census
2024-11-13,families_with_children_in_shelter,19185,DHS daily census
2024-11-13,adult_families_in_shelter,1901,DHS daily census
2024-11-12,total_individuals_in_shelter,87492,DHS daily census
2024-11-12,total_single_adults_in_shelter,21582,DHS daily census
2024-11-12,families_with_children_in_shelter,19140,DHS daily census
2024-11-12,adult_families_in_shelter,1890,DHS daily census
2024-11-11,total_individuals_in_shelter,87449,DHS daily census
2024-11-11,total_single_adults_in_shelter,21577,DHS daily census
2024-11-11,families_with_children_in_shelter,19127,DHS daily census
2024-11-11,adult_families_in_shelter,1882,DHS daily census
2024-11-10,total_individuals_in_shelter,87460,DHS daily census
2024-11-10,total_single_adults_in_shelter,21527,DHS daily census
2024-11-10,families_with_children_in_shelter,19147,DHS daily census
2024-11-10,adult_families_in_shelter,1885,DHS daily census
2024-11-09,total_individuals_in_shelter,87339,DHS daily census
2024-11-09,total_single_adults_in_shelter,21458,DHS daily census
2024-11-09,families_with_children_in_shelter,19140,DHS daily census
2024-11-09,adult_families_in_shelter,1884,DHS daily census
2024-11-08,total_individuals_in_shelter,87212,DHS daily census
2024-11-08,total_single_adults_in_shelter,21451,DHS daily census
2024-11-08,families_with_children_in_shelter,19096,DHS daily census
2024-11-08,adult_families_in_shelter,1886,DHS daily census
2024-11-07,total_individuals_in_shelter,87335,DHS daily census
2024-11-07,total_single_adults_in_shelter,21532,DHS daily census
2024-11-07,families_with_children_in_shelter,19108,DHS daily census
2024-11-07,adult_families_in_shelter,1884,DHS daily census
2024-11-06,total_individuals_in_shelter,87309,DHS daily census
2024-11-06,total_single_adults_in_shelter,21490,DHS daily census
2024-11-06,families_with_children_in_shelter,19102,DHS daily census
2024-11-06,adult_families_in_shelter,1891,DHS daily census
2024-11-05,total_individuals_in_shelter,87225,DHS daily census
2024-11-05,total_single_adults_in_shelter,21557,DHS daily census
2024-11-05,families_with_children_in_shelter,19060,DHS daily census
2024-11-05,adult_families_in_shelter,1890,DHS daily census
2024-11-04,total_individuals_in_shelter,87198,DHS daily census
2024-11-04,total_single_adults_in_shelter,21604,DHS daily census
2024-11-04,families_with_children_in_shelter,19047,DHS daily census
2024-11-04,adult_families_in_shelter,1884,DHS daily census
2024-11-03,total_individuals_in_shelter,87165,DHS daily census
2024-11-03,total_single_adults_in_shelter,21547,DHS daily census
2024-11-03,families_with_children_in_shelter,19051,DHS daily census
2024-11-03,adult_families_in_shelter,1878,DHS daily census
2024-11-02,total_individuals_in_shelter,87021,DHS daily census
2024-11-02,total_single_adults_in_shelter,21400,DHS daily census
2024-11-02,families_with_children_in_shelter,19051,DHS daily census
2024-11-02,adult_families_in_shelter,1874,DHS daily census
2024-11-01,total_individuals_in_shelter,87198,DHS daily census
2024-11-01,total_single_adults_in_shelter,21371,DHS daily census
2024-11-01,families_with_children_in_shelter,19108,DHS daily census
2024-11-01,adult_families_in_shelter,1887,DHS daily census
2024-10-31,total_individuals_in_shelter,87220,DHS daily census
2024-10-31,total_single_adults_in_shelter,21437,DHS daily census
2024-10-31,families_with_children_in_shelter,19096,DHS daily census
2024-10-31,adult_families_in_shelter,1881,DHS daily census
2024-10-30,total_individuals_in_shelter,87206,DHS daily census
2024-10-30,total_single_adults_in_shelter,21438,DHS daily census
2024-10-30,families_with_children_in_shelter,19086,DHS daily census
2024-10-30,adult_families_in_shelter,1883,DHS daily census
2024-10-29,total_individuals_in_shelter,87224,DHS daily census
2024-10-29,total_single_adults_in_shelter,21493,DHS daily census
2024-10-29,families_with_children_in_shelter,19076,DHS daily census
2024-10-29,adult_families_in_shelter,1868,DHS daily census
2024-10-28,total_individuals_in_shelter,87228,DHS daily census
2024-10-28,total_single_adults_in_shelter,21458,DHS daily census
2024-10-28,families_with_children_in_shelter,19073,DHS daily census
2024-10-28,adult_families_in_shelter,1874,DHS daily census
2024-10-27,total_individuals_in_shelter,87274,DHS daily census
2024-10-27,total_single_adults_in_shelter,21399,DHS daily census
2024-10-27,families_with_children_in_shelter,19116,DHS daily census
2024-10-27,adult_families_in_shelter,1865,DHS daily census
2024-10-26,total_individuals_in_shelter,87186,DHS daily census
2024-10-26,total_single_adults_in_shelter,21327,DHS daily census
2024-10-26,families_with_children_in_shelter,19122,DHS daily census
2024-10-26,adult_families_in_shelter,1870,DHS daily census
2024-10-25,total_individuals_in_shelter,87136,DHS daily census
2024-10-25,total_single_adults_in_shelter,21354,DHS daily census
2024-10-25,families_with_children_in_shelter,19095,DHS daily census
2024-10-25,adult_families_in_shelter,1875,DHS daily census
2024-10-24,total_individuals_in_shelter,87151,DHS daily census
2024-10-24,total_single_adults_in_shelter,21349,DHS daily census
2024-10-24,families_with_children_in_shelter,19100,DHS daily census
2024-10-24,adult_families_in_shelter,1874,DHS daily census
2024-10-23,total_individuals_in_shelter,87143,DHS daily census
2024-10-23,total_single_adults_in_shelter,21317,DHS daily census
2024-10-23,families_with_children_in_shelter,19114,DHS daily census
2024-10-23,adult_families_in_shelter,1871,DHS daily census
2024-10-22,total_individuals_in_shelter,87130,DHS daily census
2024-10-22,total_single_adults_in_shelter,21321,DHS daily census
2024-10-22,families_with_children_in_shelter,19103,DHS daily census
2024-10-22,adult_families_in_shelter,1871,DHS daily census
2024-10-21,total_individuals_in_shelter,87167,DHS daily census
2024-10-21,total_single_adults_in_shelter,21295,DHS daily census
2024-10-21,families_with_children_in_shelter,19114,DHS daily census
2024-10-21,adult_families_in_shelter,1887,DHS daily census
2024-10-20,total_individuals_in_shelter,87166,DHS daily census
2024-10-20,total_single_adults_in_shelter,21227,DHS daily census
2024-10-20,families_with_children_in_shelter,19132,DHS daily census
2024-10-20,adult_families_in_shelter,1879,DHS daily census
2024-10-19,total_individuals_in_shelter,87127,DHS daily census
2024-10-19,total_single_adults_in_shelter,21197,DHS daily census
2024-10-19,families_with_children_in_shelter,19129,DHS daily census
2024-10-19,adult_families_in_shelter,1873,DHS daily census
2024-10-18,total_individuals_in_shelter,87125,DHS daily census
2024-10-18,total_single_adults_in_shelter,21209,DHS daily census
2024-10-18,families_with_children_in_shelter,19134,DHS daily census
2024-10-18,adult_families_in_shelter,1867,DHS daily census
2024-10-17,total_individuals_in_shelter,87340,DHS daily census
2024-10-17,total_single_adults_in_shelter,21272,DHS daily census
